id_absencia,id_colaborador,data_absencia,tipo_absencia,justificada,dias_ausencia,horas_ausencia
1249,199,2025-08-28,Atestado,1,1,8
1250,200,2021-06-15,Atestado,1,2,16
1251,200,2025-04-15,Atestado,1,2,16
1252,200,2021-10-20,Falta injustificada,0,2,16
1253,200,2023-05-04,Atraso,1,0,1
1254,200,2021-02-03,Atestado,1,1,8
1255,200,2021-11-26,Licença curta,1,3,24
1256,200,2025-02-11,Atraso,1,0,3
1257,200,2024-11-28,Atestado,1,2,16
1258,200,2023-09-10,Atestado,1,2,16
1259,200,2021-01-30,Atestado,1,2,16
1260,200,2024-04-02,Falta injustificada,0,1,8
1261,200,2022-02-06,Atestado,1,2,16
1262,200,2024-03-01,Atestado,1,2,16
1263,200,2021-04-04,Atestado,1,2,16
1264,200,2021-01-06,Atestado,1,1,8
1265,200,2024-07-04,Atraso,1,0,1
1266,200,2025-09-21,Falta injustificada,0,3,24
1267,200,2023-05-24,Licença curta,1,5,40
1268,201,2024-06-16,Falta injustificada,0,3,24
1269,201,2025-05-22,Falta injustificada,0,3,24
1270,201,2025-02-11,Falta injustificada,0,2,16
1271,201,2019-04-25,Atestado,1,2,16
1272,201,2023-05-20,Atestado,1,2,16
1273,201,2024-08-27,Falta injustificada,0,3,24
1274,202,2025-08-13,Atestado,1,3,24
1275,202,2025-05-10,Atestado,1,2,16
1276,202,2022-11-07,Atestado,1,3,24
1277,202,2021-11-22,Atestado,1,3,24
1278,202,2021-08-28,Falta injustificada,0,2,16
1279,202,2024-10-13,Atestado,1,2,16
1280,203,2023-09-26,Falta injustificada,0,1,8
1281,203,2022-02-18,Licença curta,1,5,40
1282,203,2025-08-13,Atraso,1,0,1
1283,203,2023-04-15,Atestado,1,1,8
1284,204,2021-11-17,Falta injustificada,0,3,24
1285,204,2021-01-18,Atestado,1,2,16
1286,204,2021-07-20,Falta injustificada,0,1,8
1287,204,2020-01-04,Licença curta,1,4,32
1288,204,2020-03-07,Atraso,1,0,1
1289,204,2021-09-26,Atestado,1,2,16
1290,204,2021-07-24,Atestado,1,1,8
1291,204,2021-12-13,Atestado,1,1,8
1292,204,2022-05-26,Atestado,1,3,24
1293,205,2023-07-16,Atestado,1,3,24
1294,206,2024-11-19,Atestado,1,1,8
1295,206,2022-12-03,Licença curta,1,5,40
1296,206,2024-04-22,Licença curta,1,4,32
1297,206,2024-12-05,Atestado,1,1,8
1298,206,2021-12-15,Atestado,1,2,16
1299,206,2020-08-07,Atestado,1,3,24
1300,206,2025-01-17,Atestado,1,1,8
1301,206,2021-07-29,Falta injustificada,0,1,8
1302,206,2021-05-21,Atestado,1,3,24
1303,206,2025-02-24,Atestado,1,1,8
1304,207,2024-09-06,Atraso,1,0,2
1305,207,2025-07-22,Falta injustificada,0,2,16
1306,207,2022-08-26,Atestado,1,1,8
1307,207,2020-07-18,Falta injustificada,0,1,8
1308,207,2024-01-16,Atestado,1,2,16
1309,207,2024-01-09,Falta injustificada,0,3,24
1310,207,2021-10-18,Atestado,1,1,8
1311,207,2025-08-31,Atestado,1,1,8
1312,207,2020-09-24,Atestado,1,2,16
1313,208,2024-09-13,Atraso,1,0,1
1314,208,2022-12-05,Atestado,1,3,24
1315,208,2023-07-24,Falta injustificada,0,1,8
1316,208,2025-06-09,Falta injustificada,0,1,8
1317,208,2025-01-06,Atestado,1,2,16
1318,208,2024-03-12,Atestado,1,2,16
1319,208,2022-07-20,Atestado,1,3,24
1320,208,2023-10-15,Atestado,1,1,8
1321,208,2025-03-06,Atestado,1,3,24
1322,208,2022-11-15,Licença curta,1,2,16
1323,208,2024-09-28,Atestado,1,2,16
1324,209,2023-10-17,Licença curta,1,2,16
1325,209,2023-09-28,Atraso,1,0,1
1326,209,2023-05-28,Atestado,1,3,24
1327,209,2023-10-05,Atestado,1,1,8
1328,210,2023-08-29,Atestado,1,1,8
1329,211,2024-04-25,Falta injustificada,0,1,8
1330,211,2024-06-05,Atestado,1,2,16
1331,211,2022-04-25,Falta injustificada,0,3,24
1332,211,2022-09-11,Atraso,1,0,4
1333,211,2023-11-11,Falta injustificada,0,2,16
1334,211,2024-01-05,Atraso,1,0,1
1335,211,2023-04-18,Atestado,1,2,16
1336,212,2025-06-30,Atestado,1,1,8
1337,212,2022-04-02,Atestado,1,3,24
1338,212,2023-06-05,Atraso,1,0,1
1339,212,2023-04-07,Atestado,1,1,8
1340,212,2022-01-28,Atestado,1,1,8
1341,212,2023-11-07,Atestado,1,2,16
1342,212,2025-09-13,Atestado,1,1,8
1343,212,2022-10-06,Atestado,1,2,16
1344,213,2022-07-29,Falta injustificada,0,2,16
1345,213,2023-06-29,Atraso,1,0,1
1346,213,2021-08-14,Atraso,1,0,1
1347,213,2021-02-19,Atestado,1,2,16
1348,213,2022-09-30,Atestado,1,3,24
1349,214,2022-06-22,Licença curta,1,4,32
1350,214,2023-01-28,Atraso,1,0,3
1351,214,2021-12-31,Licença curta,1,3,24
1352,215,2024-06-27,Atraso,1,0,1
1353,215,2023-04-12,Atraso,1,0,1
1354,215,2021-02-08,Atestado,1,1,8
1355,215,2023-05-11,Atestado,1,2,16
1356,215,2023-02-20,Licença curta,1,5,40
1357,215,2024-05-03,Atestado,1,3,24
1358,215,2022-08-09,Atestado,1,1,8
1359,215,2023-07-06,Atestado,1,1,8
1360,215,2018-08-29,Licença curta,1,2,16
1361,215,2019-07-02,Atestado,1,2,16
1362,215,2022-01-29,Atraso,1,0,3
1363,215,2023-01-20,Atestado,1,1,8
1364,215,2023-06-01,Atestado,1,1,8
1365,215,2022-12-16,Falta injustificada,0,1,8
1366,215,2025-12-14,Licença curta,1,3,24
1367,215,2024-12-28,Atraso,1,0,1
1368,215,2019-03-13,Atraso,1,0,1
1369,215,2025-08-19,Falta injustificada,0,3,24
1370,216,2025-01-22,Atraso,1,0,2
1371,216,2024-04-13,Atraso,1,0,1
1372,216,2025-06-28,Atestado,1,3,24
1373,216,2022-03-28,Atraso,1,0,1
1374,216,2022-12-06,Atestado,1,2,16
1375,216,2025-07-19,Licença curta,1,4,32
1376,216,2024-08-16,Atestado,1,3,24
1377,216,2022-05-04,Licença curta,1,4,32
1378,216,2020-08-16,Atestado,1,2,16
1379,216,2025-08-17,Atestado,1,3,24
1380,216,2024-01-02,Atraso,1,0,2
1381,216,2025-09-28,Falta injustificada,0,1,8
1382,216,2024-07-04,Atestado,1,2,16
1383,216,2023-01-30,Atraso,1,0,1
1384,217,2024-06-02,Falta injustificada,0,1,8
1385,217,2025-10-14,Atestado,1,3,24
1386,217,2024-04-23,Atestado,1,3,24
1387,217,2024-06-19,Atestado,1,2,16
1388,217,2024-09-20,Atestado,1,2,16
1389,217,2025-10-14,Atestado,1,3,24
1390,217,2023-01-29,Falta injustificada,0,1,8
1391,217,2025-10-01,Atestado,1,2,16
1392,217,2021-04-13,Atraso,1,0,2
1393,217,2021-01-06,Atestado,1,3,24
1394,217,2022-09-08,Falta injustificada,0,2,16
1395,217,2024-11-16,Atestado,1,3,24
1396,218,2023-08-26,Atestado,1,3,24
1397,218,2025-12-22,Atestado,1,2,16
1398,218,2024-02-21,Falta injustificada,0,1,8
1399,218,2025-10-23,Atestado,1,3,24
1400,218,2024-09-10,Licença curta,1,4,32
1401,218,2023-11-03,Atestado,1,1,8
1402,218,2023-02-06,Atestado,1,3,24
1403,219,2024-08-18,Atestado,1,2,16
1404,219,2022-08-30,Licença curta,1,4,32
1405,219,2025-05-19,Falta injustificada,0,2,16
1406,219,2024-02-21,Atraso,1,0,1
1407,220,2020-09-20,Atestado,1,3,24
1408,220,2020-02-26,Atestado,1,2,16
1409,220,2022-05-24,Atraso,1,0,2
1410,220,2025-03-04,Atraso,1,0,3
1411,220,2023-06-16,Atestado,1,1,8
1412,220,2020-01-07,Atestado,1,3,24
1413,220,2020-11-17,Atestado,1,2,16
1414,220,2022-10-28,Licença curta,1,2,16
1415,220,2024-07-25,Atestado,1,2,16
1416,220,2022-02-17,Atestado,1,3,24
1417,220,2025-10-28,Atestado,1,3,24
1418,221,2024-07-29,Atestado,1,3,24
1419,221,2024-01-18,Atraso,1,0,3
1420,221,2025-10-16,Atestado,1,3,24
1421,221,2022-05-14,Atestado,1,2,16
1422,221,2022-09-25,Atraso,1,0,1
1423,221,2022-08-26,Atraso,1,0,1
1424,221,2024-10-17,Falta injustificada,0,3,24
1425,221,2024-04-08,Falta injustificada,0,3,24
1426,221,2021-11-03,Falta injustificada,0,3,24
1427,221,2023-03-05,Atraso,1,0,1
1428,222,2024-03-22,Atraso,1,0,1
1429,222,2025-06-11,Atraso,1,0,1
1430,222,2022-09-12,Atestado,1,1,8
1431,222,2023-02-23,Atraso,1,0,1
1432,222,2024-03-15,Atestado,1,3,24
1433,222,2022-05-22,Atestado,1,2,16
1434,222,2023-11-09,Atestado,1,1,8
1435,222,2022-02-17,Falta injustificada,0,3,24
1436,222,2023-09-11,Falta injustificada,0,2,16
1437,222,2021-10-07,Atestado,1,1,8
1438,223,2020-11-17,Licença curta,1,5,40
1439,223,2025-07-06,Atestado,1,1,8
1440,223,2023-03-15,Atestado,1,1,8
1441,223,2023-01-12,Atraso,1,0,1
1442,223,2020-12-19,Atestado,1,2,16
1443,223,2024-04-29,Licença curta,1,5,40
1444,224,2025-09-21,Atestado,1,3,24
1445,224,2025-05-02,Licença curta,1,5,40
1446,224,2023-11-27,Atestado,1,3,24
1447,224,2025-03-22,Atestado,1,3,24
1448,224,2024-10-19,Atestado,1,2,16
1449,225,2025-12-30,Atestado,1,2,16
1450,225,2024-06-20,Falta injustificada,0,1,8
1451,225,2022-12-10,Atestado,1,3,24
1452,225,2022-11-05,Atestado,1,2,16
1453,226,2024-08-10,Atestado,1,2,16
1454,226,2021-05-06,Atestado,1,3,24
1455,226,2023-07-02,Atestado,1,3,24
1456,226,2021-04-13,Atestado,1,3,24
1457,226,2021-10-24,Atestado,1,2,16
1458,226,2023-04-11,Atestado,1,1,8
1459,226,2024-10-21,Falta injustificada,0,1,8
1460,226,2025-11-30,Atestado,1,3,24
1461,226,2022-09-10,Atestado,1,1,8
1462,226,2023-12-30,Falta injustificada,0,2,16
1463,226,2021-03-28,Atraso,1,0,1
1464,226,2021-04-19,Atestado,1,2,16
1465,226,2023-10-29,Atestado,1,2,16
1466,226,2020-11-05,Falta injustificada,0,3,24
1467,226,2021-06-24,Atestado,1,1,8
1468,226,2022-09-14,Atestado,1,2,16
1469,226,2022-09-20,Atestado,1,2,16
1470,226,2022-04-09,Atestado,1,2,16
1471,227,2024-11-17,Atraso,1,0,2
1472,228,2025-10-28,Atestado,1,1,8
1473,228,2022-03-09,Falta injustificada,0,3,24
1474,228,2023-10-02,Falta injustificada,0,1,8
1475,228,2023-02-05,Atraso,1,0,3
1476,228,2022-12-23,Atestado,1,1,8
1477,228,2022-05-31,Falta injustificada,0,3,24
1478,228,2024-02-17,Falta injustificada,0,1,8
1479,229,2022-02-05,Falta injustificada,0,3,24
1480,229,2023-05-15,Falta injustificada,0,1,8
1481,229,2021-08-30,Licença curta,1,5,40
1482,229,2024-02-10,Atestado,1,3,24
1483,229,2023-02-24,Atestado,1,3,24
1484,229,2023-12-13,Atestado,1,2,16
1485,229,2025-10-17,Atestado,1,2,16
1486,229,2024-01-29,Atraso,1,0,1
1487,229,2025-06-13,Falta injustificada,0,3,24
1488,229,2022-02-26,Falta injustificada,0,1,8
1489,229,2024-03-29,Atestado,1,3,24
1490,229,2023-12-30,Atraso,1,0,1
1491,230,2025-04-15,Atestado,1,3,24
1492,230,2025-04-14,Atestado,1,1,8
1493,230,2024-12-09,Atestado,1,1,8
1494,231,2025-10-22,Atraso,1,0,1
1495,231,2025-12-02,Falta injustificada,0,3,24
1496,231,2025-03-16,Licença curta,1,5,40
1497,231,2024-09-16,Atestado,1,2,16
1498,231,2025-01-03,Atraso,1,0,2
1499,231,2025-07-28,Atestado,1,1,8
1500,231,2025-12-08,Atraso,1,0,1
1501,231,2025-04-19,Falta injustificada,0,3,24
1502,231,2024-11-01,Atestado,1,3,24
1503,232,2023-02-24,Licença curta,1,3,24
1504,232,2022-10-16,Falta injustificada,0,3,24
1505,232,2024-05-20,Falta injustificada,0,3,24
1506,233,2025-08-08,Atestado,1,1,8
1507,233,2025-08-03,Falta injustificada,0,3,24
1508,233,2019-04-28,Atestado,1,1,8
1509,233,2025-04-22,Licença curta,1,2,16
1510,233,2024-10-05,Atraso,1,0,1
1511,233,2024-03-21,Atestado,1,1,8
1512,233,2023-09-15,Atraso,1,0,1
1513,233,2024-01-02,Atestado,1,1,8
1514,233,2019-09-19,Atestado,1,3,24
1515,233,2024-05-01,Falta injustificada,0,1,8
1516,233,2018-07-31,Atraso,1,0,1
1517,233,2021-06-14,Atestado,1,1,8
1518,233,2021-02-12,Atestado,1,3,24
1519,233,2024-11-12,Falta injustificada,0,2,16
1520,233,2019-04-26,Atestado,1,3,24
1521,233,2025-03-04,Atestado,1,2,16
1522,234,2024-04-26,Atraso,1,0,1
1523,234,2025-05-15,Atestado,1,1,8
1524,234,2024-10-27,Falta injustificada,0,1,8
1525,234,2023-12-22,Falta injustificada,0,2,16
1526,234,2023-01-29,Atestado,1,2,16
1527,234,2022-03-15,Atestado,1,3,24
1528,234,2023-11-05,Licença curta,1,5,40
1529,234,2023-07-05,Falta injustificada,0,1,8
1530,234,2022-09-16,Falta injustificada,0,1,8
1531,234,2025-02-07,Atestado,1,1,8
1532,234,2023-09-01,Atestado,1,1,8
1533,234,2023-02-03,Atestado,1,2,16
1534,234,2022-07-27,Atestado,1,1,8
1535,234,2023-10-15,Atestado,1,2,16
1536,236,2024-01-18,Atestado,1,1,8
1537,236,2024-12-03,Atestado,1,1,8
1538,236,2023-04-02,Atestado,1,3,24
1539,237,2019-03-23,Falta injustificada,0,2,16
1540,237,2022-12-10,Atraso,1,0,1
1541,237,2019-09-04,Falta injustificada,0,2,16
1542,237,2020-03-01,Atraso,1,0,3
1543,238,2023-05-26,Falta injustificada,0,2,16
1544,238,2021-08-30,Atraso,1,0,2
1545,238,2022-12-25,Licença curta,1,2,16
1546,238,2019-05-09,Atestado,1,1,8
1547,238,2021-06-16,Atestado,1,3,24
1548,238,2025-05-05,Atestado,1,1,8
1549,238,2024-04-19,Atestado,1,3,24
1550,238,2024-06-05,Atestado,1,2,16
1551,238,2020-01-23,Falta injustificada,0,2,16
1552,238,2019-06-14,Atestado,1,2,16
1553,238,2023-12-25,Falta injustificada,0,3,24
1554,238,2023-05-03,Falta injustificada,0,1,8
1555,238,2024-03-14,Atestado,1,1,8
1556,238,2023-05-05,Atestado,1,3,24
1557,238,2021-05-23,Falta injustificada,0,1,8
1558,238,2021-10-15,Atraso,1,0,3
1559,238,2024-12-25,Atraso,1,0,4
1560,238,2025-05-05,Falta injustificada,0,3,24
1561,238,2019-11-28,Licença curta,1,3,24
1562,238,2024-12-28,Atraso,1,0,3
1563,238,2020-03-06,Atestado,1,2,16
1564,238,2025-02-21,Licença curta,1,5,40
1565,238,2023-10-09,Atestado,1,1,8
1566,238,2025-11-25,Atraso,1,0,1
1567,238,2024-05-19,Atestado,1,1,8
1568,239,2025-01-01,Atestado,1,1,8
1569,239,2022-09-15,Atestado,1,3,24
1570,239,2021-07-22,Falta injustificada,0,1,8
1571,239,2023-08-17,Atestado,1,2,16
1572,240,2024-03-21,Atestado,1,2,16
1573,240,2021-05-05,Atestado,1,1,8
1574,240,2025-08-31,Atestado,1,2,16
1575,240,2025-10-04,Atestado,1,3,24
1576,240,2022-09-24,Atestado,1,3,24
1577,240,2022-01-17,Atestado,1,1,8
1578,240,2021-06-12,Falta injustificada,0,2,16
1579,240,2022-08-22,Licença curta,1,4,32
1580,240,2025-10-25,Atestado,1,3,24
1581,241,2024-03-21,Atestado,1,2,16
1582,241,2022-05-05,Atestado,1,3,24
1583,241,2025-09-05,Atestado,1,2,16
1584,241,2020-06-19,Falta injustificada,0,1,8
1585,241,2025-12-11,Atestado,1,3,24
1586,241,2020-09-27,Atestado,1,2,16
1587,241,2020-12-17,Atestado,1,2,16
1588,242,2025-12-30,Licença curta,1,2,16
1589,242,2019-09-25,Atestado,1,3,24
1590,242,2024-05-28,Atestado,1,2,16
1591,242,2023-01-04,Atraso,1,0,1
1592,242,2020-07-12,Atraso,1,0,2
1593,242,2025-01-04,Atestado,1,3,24
1594,242,2021-09-25,Atestado,1,3,24
1595,242,2022-01-03,Atestado,1,3,24
1596,242,2021-02-04,Atestado,1,3,24
1597,242,2023-03-30,Atraso,1,0,2
1598,242,2021-03-24,Falta injustificada,0,1,8
1599,242,2025-08-04,Atraso,1,0,1
1600,242,2021-10-09,Falta injustificada,0,2,16
1601,243,2022-04-25,Atestado,1,2,16
1602,243,2023-08-21,Atestado,1,1,8
1603,243,2021-06-14,Falta injustificada,0,3,24
1604,243,2019-12-23,Licença curta,1,5,40
1605,243,2020-01-01,Atestado,1,1,8
1606,243,2021-11-24,Atestado,1,2,16
1607,244,2025-07-04,Atestado,1,3,24
1608,244,2024-10-03,Licença curta,1,5,40
1609,244,2025-04-23,Falta injustificada,0,1,8
1610,244,2020-02-22,Atestado,1,3,24
1611,244,2019-08-15,Atestado,1,3,24
1612,244,2024-04-07,Falta injustificada,0,3,24
1613,244,2020-08-28,Atraso,1,0,3
1614,244,2023-03-26,Atestado,1,2,16
1615,244,2023-04-16,Licença curta,1,5,40
1616,244,2021-04-05,Falta injustificada,0,3,24
1617,244,2019-05-15,Falta injustificada,0,1,8
1618,244,2024-06-18,Falta injustificada,0,2,16
1619,244,2021-06-09,Atestado,1,2,16
1620,244,2019-05-19,Licença curta,1,3,24
1621,245,2025-09-12,Atraso,1,0,2
1622,246,2018-09-16,Atestado,1,2,16
1623,246,2022-07-01,Licença curta,1,3,24
1624,246,2019-06-30,Atestado,1,3,24
1625,246,2025-06-30,Atraso,1,0,1
1626,246,2021-11-19,Atraso,1,0,1
1627,246,2020-12-18,Falta injustificada,0,1,8
1628,246,2024-01-09,Atraso,1,0,2
1629,246,2022-07-22,Falta injustificada,0,1,8
1630,246,2021-08-19,Atraso,1,0,2
1631,246,2024-01-05,Licença curta,1,3,24
1632,246,2018-07-26,Atestado,1,1,8
1633,246,2025-08-24,Atestado,1,2,16
1634,246,2019-09-24,Atestado,1,2,16
1635,246,2024-11-13,Atestado,1,3,24
1636,246,2024-01-10,Atestado,1,1,8
1637,246,2024-09-03,Falta injustificada,0,1,8
1638,246,2025-11-19,Atestado,1,3,24
1639,246,2024-10-30,Atestado,1,3,24
1640,246,2025-03-31,Atestado,1,3,24
1641,247,2023-06-29,Atraso,1,0,1
1642,247,2023-06-01,Licença curta,1,3,24
1643,248,2023-05-04,Atraso,1,0,1
1644,248,2023-09-08,Atestado,1,2,16
1645,248,2024-04-01,Atestado,1,3,24
1646,248,2024-07-05,Atestado,1,1,8
1647,249,2018-12-30,Atestado,1,3,24
1648,249,2024-09-17,Atraso,1,0,4
1649,249,2025-08-17,Atraso,1,0,4
1650,249,2021-07-28,Atraso,1,0,4
1651,249,2025-01-07,Falta injustificada,0,2,16
1652,249,2018-10-05,Atestado,1,2,16
1653,249,2025-12-04,Atestado,1,3,24
1654,249,2019-04-27,Falta injustificada,0,2,16
1655,249,2023-08-03,Atestado,1,2,16
1656,249,2021-10-23,Atestado,1,1,8
1657,250,2025-06-16,Atraso,1,0,2
1658,250,2024-07-20,Licença curta,1,5,40
1659,251,2025-01-21,Falta injustificada,0,2,16
1660,251,2025-02-12,Atestado,1,1,8
1661,251,2025-09-09,Atestado,1,1,8
1662,251,2023-10-20,Atestado,1,2,16
1663,251,2024-11-05,Atestado,1,3,24
1664,251,2024-12-04,Atraso,1,0,1
1665,251,2024-07-21,Atestado,1,1,8
1666,251,2024-10-07,Licença curta,1,3,24
1667,252,2025-07-29,Atestado,1,1,8
1668,254,2025-11-14,Atestado,1,1,8
1669,254,2023-12-06,Atraso,1,0,1
1670,254,2025-01-14,Licença curta,1,2,16
1671,255,2022-04-05,Atestado,1,1,8
1672,255,2021-10-12,Atraso,1,0,4
1673,255,2022-09-15,Atestado,1,2,16
1674,255,2021-03-18,Falta injustificada,0,3,24
1675,255,2024-05-13,Atestado,1,1,8
1676,256,2019-05-03,Atraso,1,0,1
1677,256,2024-05-27,Atestado,1,2,16
1678,256,2019-04-17,Licença curta,1,4,32
1679,256,2021-10-30,Atestado,1,1,8
1680,256,2020-03-25,Licença curta,1,5,40
1681,256,2021-09-11,Atestado,1,2,16
1682,256,2019-08-19,Atraso,1,0,1
1683,256,2022-10-06,Atestado,1,3,24
1684,256,2021-09-04,Atestado,1,1,8
1685,256,2025-10-01,Falta injustificada,0,3,24
1686,256,2023-12-10,Atestado,1,1,8
1687,256,2024-01-11,Falta injustificada,0,3,24
1688,256,2020-06-03,Atestado,1,1,8
1689,256,2019-09-14,Atestado,1,1,8
1690,256,2023-04-03,Atestado,1,2,16
1691,256,2019-10-02,Atestado,1,1,8
1692,256,2019-09-19,Atraso,1,0,3
1693,256,2023-12-24,Atestado,1,1,8
1694,256,2022-05-27,Falta injustificada,0,3,24
1695,256,2023-11-12,Atraso,1,0,1
1696,256,2019-10-05,Atestado,1,1,8
1697,256,2019-08-25,Atestado,1,3,24
1698,256,2019-08-10,Atestado,1,2,16
1699,257,2024-04-26,Atestado,1,2,16
1700,257,2022-09-19,Atestado,1,3,24
1701,257,2024-06-25,Atestado,1,1,8
1702,258,2025-07-05,Falta injustificada,0,3,24
1703,258,2025-05-27,Atestado,1,3,24
1704,259,2025-11-24,Atraso,1,0,2
1705,259,2025-06-20,Atraso,1,0,1
1706,260,2024-01-17,Atestado,1,2,16
1707,260,2024-02-08,Atestado,1,2,16
1708,260,2022-01-26,Atestado,1,2,16
1709,260,2021-08-25,Licença curta,1,5,40
1710,260,2024-05-27,Atestado,1,2,16
1711,260,2022-08-01,Falta injustificada,0,1,8
1712,260,2022-01-29,Falta injustificada,0,1,8
1713,260,2021-11-18,Atestado,1,3,24
1714,260,2022-08-03,Atestado,1,3,24
1715,260,2022-03-18,Falta injustificada,0,3,24
1716,262,2025-08-31,Falta injustificada,0,2,16
1717,262,2025-03-26,Atestado,1,2,16
1718,262,2025-08-02,Atestado,1,3,24
1719,262,2025-12-23,Atestado,1,2,16
1720,263,2021-07-30,Atraso,1,0,2
1721,263,2021-11-24,Falta injustificada,0,1,8
1722,263,2025-01-02,Atestado,1,1,8
1723,263,2020-11-15,Atestado,1,1,8
1724,263,2022-04-14,Atraso,1,0,1
1725,263,2023-10-25,Falta injustificada,0,2,16
1726,263,2023-05-31,Atestado,1,3,24
1727,263,2024-10-06,Atraso,1,0,1
1728,264,2025-09-16,Atestado,1,2,16
1729,264,2025-05-30,Atestado,1,1,8
1730,265,2025-04-15,Falta injustificada,0,2,16
1731,265,2023-11-13,Atestado,1,2,16
1732,265,2024-02-27,Falta injustificada,0,1,8
1733,265,2025-10-29,Atestado,1,3,24
1734,266,2025-06-30,Falta injustificada,0,3,24
1735,266,2022-08-15,Atestado,1,1,8
1736,266,2023-02-21,Falta injustificada,0,3,24
1737,266,2024-12-11,Atestado,1,1,8
1738,266,2024-03-05,Atestado,1,2,16
1739,266,2022-11-27,Atestado,1,1,8
1740,266,2025-05-26,Atestado,1,1,8
1741,266,2022-03-12,Atestado,1,2,16
1742,266,2022-11-14,Falta injustificada,0,3,24
1743,266,2024-06-23,Atestado,1,3,24
1744,266,2025-09-08,Atestado,1,2,16
1745,266,2025-03-04,Atestado,1,3,24
1746,267,2025-08-08,Falta injustificada,0,3,24
1747,267,2025-10-07,Atestado,1,2,16
1748,268,2025-09-03,Atestado,1,2,16
1749,268,2025-02-13,Falta injustificada,0,2,16
1750,268,2024-05-27,Atraso,1,0,1
1751,268,2024-03-29,Atestado,1,2,16
1752,268,2024-01-25,Atraso,1,0,3
1753,269,2022-07-18,Atestado,1,1,8
1754,269,2019-10-14,Atestado,1,3,24
1755,269,2021-01-05,Falta injustificada,0,3,24
1756,270,2021-07-14,Atestado,1,2,16
1757,270,2025-12-12,Atestado,1,1,8
1758,270,2021-08-19,Atraso,1,0,1
1759,270,2024-05-05,Atestado,1,3,24
1760,270,2022-09-01,Atraso,1,0,1
1761,270,2023-03-02,Falta injustificada,0,1,8
1762,270,2023-06-10,Atraso,1,0,4
1763,270,2021-01-06,Atraso,1,0,1
1764,270,2019-01-10,Falta injustificada,0,2,16
1765,271,2018-12-21,Atestado,1,1,8
1766,271,2020-12-02,Atestado,1,1,8
1767,271,2022-01-10,Atraso,1,0,1
1768,271,2019-07-24,Falta injustificada,0,1,8
1769,271,2020-07-18,Atestado,1,2,16
1770,271,2020-01-03,Atestado,1,3,24
1771,272,2024-12-22,Atestado,1,1,8
1772,272,2023-02-14,Atraso,1,0,1
1773,272,2024-01-27,Atestado,1,1,8
1774,272,2024-07-19,Atestado,1,1,8
1775,273,2023-02-05,Atraso,1,0,4
1776,273,2023-05-04,Atestado,1,3,24
1777,273,2022-11-05,Atestado,1,2,16
1778,273,2024-12-23,Licença curta,1,3,24
1779,273,2022-11-14,Atestado,1,1,8
1780,273,2021-12-28,Atraso,1,0,1
1781,273,2022-11-09,Atestado,1,2,16
1782,273,2022-06-09,Atestado,1,1,8
1783,273,2025-09-01,Atestado,1,1,8
1784,274,2024-12-21,Falta injustificada,0,3,24
1785,275,2019-11-10,Atestado,1,2,16
1786,275,2020-12-21,Atestado,1,2,16
1787,275,2023-09-24,Atestado,1,1,8
1788,275,2022-10-05,Falta injustificada,0,2,16
1789,275,2020-07-14,Atestado,1,3,24
1790,275,2025-08-08,Atraso,1,0,4
1791,276,2024-05-27,Atestado,1,3,24
1792,276,2020-04-09,Atestado,1,1,8
1793,276,2021-02-27,Atraso,1,0,1
1794,276,2021-01-02,Licença curta,1,3,24
1795,276,2021-09-09,Atestado,1,3,24
1796,276,2023-10-13,Atraso,1,0,2
1797,276,2023-09-26,Atraso,1,0,3
1798,276,2023-02-08,Licença curta,1,5,40
1799,276,2022-04-13,Atestado,1,1,8
1800,277,2025-09-19,Atraso,1,0,2
1801,277,2025-04-21,Atraso,1,0,2
1802,277,2025-03-23,Atestado,1,1,8
1803,278,2023-08-01,Atestado,1,2,16
1804,278,2021-05-31,Atestado,1,2,16
1805,278,2021-12-19,Atestado,1,1,8
1806,278,2024-02-10,Atraso,1,0,2
1807,278,2022-02-24,Atraso,1,0,2
1808,278,2021-04-15,Falta injustificada,0,3,24
1809,278,2023-11-09,Falta injustificada,0,2,16
1810,278,2021-10-02,Atestado,1,3,24
1811,279,2022-11-28,Atestado,1,2,16
1812,279,2025-11-25,Atestado,1,1,8
1813,279,2023-05-23,Atestado,1,3,24
1814,279,2024-08-17,Atraso,1,0,3
1815,279,2025-04-22,Atraso,1,0,1
1816,280,2023-01-25,Falta injustificada,0,2,16
1817,280,2024-09-09,Atestado,1,2,16
1818,280,2020-11-17,Atestado,1,2,16
1819,280,2023-01-24,Atestado,1,3,24
1820,280,2024-04-16,Atestado,1,3,24
1821,280,2024-06-02,Atestado,1,2,16
1822,282,2022-12-08,Atraso,1,0,1
1823,282,2024-06-03,Atestado,1,3,24
1824,282,2020-05-02,Atestado,1,1,8
1825,282,2022-05-22,Falta injustificada,0,1,8
1826,282,2024-12-29,Falta injustificada,0,1,8
1827,283,2023-08-17,Atestado,1,1,8
1828,283,2022-08-14,Atestado,1,2,16
1829,283,2023-06-01,Atestado,1,3,24
1830,283,2020-12-12,Atestado,1,2,16
1831,283,2022-01-15,Atestado,1,3,24
1832,283,2020-02-20,Atestado,1,1,8
1833,283,2020-02-17,Atestado,1,2,16
1834,283,2024-03-03,Licença curta,1,4,32
1835,283,2021-10-07,Falta injustificada,0,3,24
1836,283,2019-08-25,Licença curta,1,5,40
1837,283,2024-12-06,Atestado,1,3,24
