id_hora_extra,id_colaborador,data_hora_extra,horas_extras,horas_banco,tipo_lancamento
1023,156,2021-12-05,1.16,1.16,Banco de horas positivo
1024,157,2024-06-10,4.33,0.0,Hora extra paga
1025,157,2021-08-10,8.61,0.0,Hora extra paga
1026,157,2022-06-08,7.08,0.0,Hora extra paga
1027,157,2022-06-29,3.14,3.14,Banco de horas positivo
1028,157,2025-01-19,0.29,0.0,Hora extra paga
1029,158,2024-07-21,4.0,0.0,Hora extra paga
1030,159,2024-01-20,0.81,0.0,Hora extra paga
1031,159,2024-03-18,4.73,0.0,Hora extra paga
1032,160,2024-01-05,5.57,0.0,Hora extra paga
1033,160,2023-11-10,2.4,0.0,Compensação
1034,160,2021-06-09,0.26,0.26,Banco de horas positivo
1035,160,2022-01-16,3.58,0.0,Hora extra paga
1036,160,2021-09-02,5.03,5.03,Banco de horas positivo
1037,160,2024-07-14,8.86,8.86,Banco de horas positivo
1038,160,2021-10-03,10.59,0.0,Hora extra paga
1039,160,2025-09-26,4.44,0.0,Compensação
1040,161,2020-06-10,3.26,0.0,Hora extra paga
1041,161,2024-11-17,2.66,0.0,Hora extra paga
1042,161,2020-06-27,5.81,0.0,Hora extra paga
1043,161,2019-07-19,4.19,4.19,Banco de horas positivo
1044,161,2021-06-08,2.53,0.0,Compensação
1045,161,2019-05-31,7.93,7.93,Banco de horas positivo
1046,161,2023-09-27,2.88,0.0,Hora extra paga
1047,161,2025-04-28,1.15,0.0,Compensação
1048,161,2021-09-09,6.17,0.0,Hora extra paga
1049,161,2020-03-28,0.84,0.0,Hora extra paga
1050,162,2023-12-13,0.9,0.9,Banco de horas positivo
1051,162,2023-05-19,3.6,0.0,Hora extra paga
1052,162,2022-01-03,4.89,0.0,Hora extra paga
1053,162,2019-12-02,1.51,1.51,Banco de horas positivo
1054,162,2024-05-23,3.92,0.0,Hora extra paga
1055,162,2020-09-22,4.46,4.46,Banco de horas positivo
1056,162,2023-08-30,3.09,3.09,Banco de horas positivo
1057,162,2024-09-12,2.05,0.0,Hora extra paga
1058,162,2019-05-22,4.55,0.0,Hora extra paga
1059,162,2025-01-05,10.32,10.32,Banco de horas positivo
1060,162,2019-01-21,0.89,0.0,Hora extra paga
1061,162,2024-09-15,8.56,0.0,Hora extra paga
1062,162,2020-01-02,6.34,0.0,Hora extra paga
1063,162,2023-01-07,5.19,5.19,Banco de horas positivo
1064,162,2023-12-07,0.3,0.3,Banco de horas positivo
1065,162,2020-02-11,0.44,0.44,Banco de horas positivo
1066,163,2021-06-01,7.65,0.0,Hora extra paga
1067,163,2020-02-05,2.89,0.0,Hora extra paga
1068,163,2020-12-20,5.95,0.0,Hora extra paga
1069,163,2023-08-07,3.16,0.0,Hora extra paga
1070,163,2020-06-09,0.59,0.0,Hora extra paga
1071,163,2024-12-14,3.35,3.35,Banco de horas positivo
1072,163,2020-09-13,1.96,0.0,Hora extra paga
1073,163,2021-12-12,1.63,1.63,Banco de horas positivo
1074,163,2025-06-16,4.16,0.0,Hora extra paga
1075,163,2020-03-25,3.75,0.0,Compensação
1076,164,2023-07-22,0.57,0.0,Hora extra paga
1077,164,2023-10-21,2.14,0.0,Hora extra paga
1078,164,2021-11-01,5.69,5.69,Banco de horas positivo
1079,164,2022-08-24,1.28,1.28,Banco de horas positivo
1080,164,2021-07-26,3.54,3.54,Banco de horas positivo
1081,164,2023-11-09,3.65,0.0,Hora extra paga
1082,164,2025-04-05,2.84,0.0,Compensação
1083,164,2022-07-20,8.33,0.0,Hora extra paga
1084,164,2023-02-16,7.19,7.19,Banco de horas positivo
1085,164,2021-09-17,5.13,0.0,Hora extra paga
1086,165,2023-05-11,2.6,0.0,Hora extra paga
1087,165,2024-09-14,4.24,4.24,Banco de horas positivo
1088,165,2025-02-11,7.22,0.0,Hora extra paga
1089,165,2024-08-20,4.63,0.0,Hora extra paga
1090,165,2025-11-06,12.0,0.0,Hora extra paga
1091,165,2024-10-09,3.97,0.0,Hora extra paga
1092,165,2024-03-17,4.11,0.0,Hora extra paga
1093,165,2025-05-03,1.54,1.54,Banco de horas positivo
1094,167,2019-10-12,2.46,0.0,Hora extra paga
1095,167,2019-08-10,3.76,0.0,Hora extra paga
1096,167,2019-11-03,5.69,0.0,Hora extra paga
1097,167,2019-05-11,3.16,3.16,Banco de horas positivo
1098,167,2019-05-03,5.47,5.47,Banco de horas positivo
1099,167,2020-11-14,10.16,0.0,Hora extra paga
1100,167,2020-07-04,4.84,0.0,Hora extra paga
1101,167,2019-10-19,3.24,0.0,Compensação
1102,167,2020-04-07,0.2,0.2,Banco de horas positivo
1103,167,2020-10-11,0.76,0.0,Compensação
1104,168,2025-07-08,3.79,0.0,Hora extra paga
1105,168,2023-07-31,6.94,0.0,Hora extra paga
1106,168,2024-08-09,4.41,0.0,Hora extra paga
1107,168,2024-05-15,2.92,2.92,Banco de horas positivo
1108,168,2024-05-30,9.57,0.0,Hora extra paga
1109,168,2022-06-10,7.49,0.0,Hora extra paga
1110,168,2025-02-27,6.03,0.0,Hora extra paga
1111,168,2019-12-05,6.13,0.0,Hora extra paga
1112,168,2021-11-20,2.33,0.0,Hora extra paga
1113,168,2020-12-11,0.89,0.89,Banco de horas positivo
1114,168,2025-11-20,2.37,2.37,Banco de horas positivo
1115,168,2019-08-28,2.32,0.0,Hora extra paga
1116,169,2025-04-26,1.12,0.0,Hora extra paga
1117,169,2024-12-09,4.39,4.39,Banco de horas positivo
1118,170,2025-03-04,1.94,0.0,Hora extra paga
1119,170,2025-11-30,0.77,0.0,Hora extra paga
1120,170,2025-10-07,4.4,0.0,Hora extra paga
1121,170,2022-07-14,4.85,0.0,Hora extra paga
1122,170,2024-10-24,2.8,0.0,Hora extra paga
1123,170,2023-09-01,2.1,0.0,Hora extra paga
1124,170,2022-04-15,0.98,0.0,Hora extra paga
1125,170,2025-12-13,0.66,0.0,Hora extra paga
1126,170,2023-11-16,2.16,0.0,Hora extra paga
1127,170,2022-11-01,2.81,0.0,Hora extra paga
1128,170,2023-11-11,1.79,1.79,Banco de horas positivo
1129,170,2023-08-14,1.76,1.76,Banco de horas positivo
1130,171,2025-05-11,3.89,0.0,Hora extra paga
1131,171,2023-09-29,3.23,0.0,Hora extra paga
1132,171,2023-05-09,2.02,0.0,Hora extra paga
1133,171,2024-11-21,7.09,7.09,Banco de horas positivo
1134,171,2023-04-09,3.9,0.0,Hora extra paga
1135,171,2025-11-07,2.61,0.0,Compensação
1136,171,2024-04-04,10.74,0.0,Hora extra paga
1137,171,2023-09-08,6.53,0.0,Hora extra paga
1138,171,2025-07-28,2.23,0.0,Hora extra paga
1139,172,2021-09-20,1.29,1.29,Banco de horas positivo
1140,172,2021-10-17,0.94,0.0,Hora extra paga
1141,172,2021-12-08,7.78,0.0,Hora extra paga
1142,172,2023-02-08,0.37,0.37,Banco de horas positivo
1143,172,2023-11-16,4.21,0.0,Hora extra paga
1144,172,2023-12-10,4.45,0.0,Compensação
1145,172,2024-01-01,2.82,0.0,Compensação
1146,172,2022-03-06,3.92,0.0,Hora extra paga
1147,172,2023-05-11,5.05,5.05,Banco de horas positivo
1148,173,2024-11-30,4.17,0.0,Hora extra paga
1149,173,2025-04-30,4.22,0.0,Hora extra paga
1150,173,2025-04-11,3.23,0.0,Hora extra paga
1151,174,2018-09-24,5.63,0.0,Hora extra paga
1152,174,2019-03-18,2.05,0.0,Hora extra paga
1153,174,2019-10-04,3.79,3.79,Banco de horas positivo
1154,174,2019-01-07,3.14,0.0,Hora extra paga
1155,175,2023-08-17,2.93,0.0,Hora extra paga
1156,175,2024-06-02,1.46,0.0,Hora extra paga
1157,175,2023-11-04,2.66,0.0,Hora extra paga
1158,175,2024-11-09,6.76,0.0,Hora extra paga
1159,175,2023-09-28,2.57,2.57,Banco de horas positivo
1160,175,2021-10-25,3.15,0.0,Hora extra paga
1161,175,2022-07-14,1.53,0.0,Hora extra paga
1162,176,2023-05-18,0.78,0.0,Hora extra paga
1163,176,2023-04-30,2.0,0.0,Hora extra paga
1164,176,2025-05-15,9.75,0.0,Hora extra paga
1165,176,2025-02-08,5.6,0.0,Hora extra paga
1166,177,2022-02-12,7.22,0.0,Hora extra paga
1167,177,2025-09-27,2.31,0.0,Hora extra paga
1168,177,2021-10-26,3.12,3.12,Banco de horas positivo
1169,177,2025-04-09,5.14,0.0,Hora extra paga
1170,177,2025-05-13,5.38,0.0,Hora extra paga
1171,177,2019-12-08,1.83,0.0,Hora extra paga
1172,177,2025-06-26,3.54,0.0,Hora extra paga
1173,177,2022-03-13,4.11,0.0,Hora extra paga
1174,177,2025-08-11,1.6,0.0,Hora extra paga
1175,177,2019-03-17,3.15,3.15,Banco de horas positivo
1176,179,2023-04-18,8.07,0.0,Hora extra paga
1177,179,2022-12-04,4.31,0.0,Hora extra paga
1178,179,2025-04-09,2.36,0.0,Compensação
1179,179,2025-06-30,1.87,0.0,Hora extra paga
1180,179,2021-11-23,6.9,0.0,Hora extra paga
1181,179,2023-04-21,2.37,0.0,Hora extra paga
1182,179,2025-12-04,0.61,0.0,Compensação
1183,179,2022-06-29,1.38,0.0,Hora extra paga
1184,179,2021-10-06,1.26,1.26,Banco de horas positivo
1185,179,2022-12-17,3.37,0.0,Hora extra paga
1186,180,2025-06-25,5.01,5.01,Banco de horas positivo
1187,180,2025-06-23,3.94,3.94,Banco de horas positivo
1188,181,2025-06-12,1.66,0.0,Hora extra paga
1189,181,2022-11-05,5.75,0.0,Hora extra paga
1190,183,2022-10-22,3.62,0.0,Hora extra paga
1191,183,2025-01-15,1.63,0.0,Hora extra paga
1192,183,2023-11-24,2.24,2.24,Banco de horas positivo
1193,183,2025-05-27,1.3,1.3,Banco de horas positivo
1194,183,2024-12-29,5.01,5.01,Banco de horas positivo
1195,183,2021-12-23,5.37,0.0,Hora extra paga
1196,183,2020-03-13,4.89,0.0,Compensação
1197,183,2021-09-11,2.75,0.0,Compensação
1198,183,2024-08-30,7.13,0.0,Hora extra paga
1199,183,2024-05-23,3.3,3.3,Banco de horas positivo
1200,184,2019-09-03,3.45,0.0,Hora extra paga
1201,184,2022-12-22,1.67,1.67,Banco de horas positivo
1202,184,2022-08-11,4.9,0.0,Hora extra paga
1203,184,2025-01-31,2.15,0.0,Hora extra paga
1204,184,2024-07-25,2.74,0.0,Compensação
1205,184,2021-08-09,3.29,3.29,Banco de horas positivo
1206,184,2019-06-21,4.17,4.17,Banco de horas positivo
1207,184,2022-12-06,4.25,0.0,Hora extra paga
1208,184,2022-08-10,1.28,0.0,Hora extra paga
1209,184,2019-06-10,0.51,0.51,Banco de horas positivo
1210,184,2019-12-28,1.49,0.0,Hora extra paga
1211,184,2020-09-30,3.12,3.12,Banco de horas positivo
1212,184,2023-10-06,1.97,1.97,Banco de horas positivo
1213,184,2021-07-16,2.98,0.0,Hora extra paga
1214,185,2024-04-25,3.98,0.0,Hora extra paga
1215,185,2025-07-15,5.81,5.81,Banco de horas positivo
1216,185,2025-07-10,4.8,0.0,Hora extra paga
1217,185,2025-10-11,1.35,1.35,Banco de horas positivo
1218,185,2024-12-03,2.07,0.0,Hora extra paga
1219,185,2024-11-15,3.39,0.0,Hora extra paga
1220,185,2024-10-30,4.72,0.0,Hora extra paga
1221,185,2024-08-31,9.31,0.0,Hora extra paga
1222,185,2025-01-30,4.68,0.0,Hora extra paga
1223,185,2025-05-27,5.78,0.0,Hora extra paga
1224,186,2021-04-28,6.15,0.0,Compensação
1225,186,2021-08-20,2.47,2.47,Banco de horas positivo
1226,186,2025-01-19,1.71,0.0,Hora extra paga
1227,186,2025-11-24,2.26,2.26,Banco de horas positivo
1228,186,2025-12-11,7.01,7.01,Banco de horas positivo
1229,186,2022-07-07,3.84,0.0,Hora extra paga
1230,187,2024-07-16,11.57,0.0,Hora extra paga
1231,187,2024-06-17,1.85,0.0,Hora extra paga
1232,187,2021-11-29,6.07,0.0,Hora extra paga
1233,187,2024-09-11,2.49,0.0,Hora extra paga
1234,187,2023-10-10,2.86,0.0,Hora extra paga
1235,187,2025-10-18,6.03,0.0,Hora extra paga
1236,187,2021-05-10,0.68,0.68,Banco de horas positivo
1237,187,2021-08-25,6.23,0.0,Hora extra paga
1238,187,2025-04-06,3.27,0.0,Hora extra paga
1239,187,2025-11-19,7.56,0.0,Hora extra paga
1240,187,2022-10-02,3.22,0.0,Hora extra paga
1241,187,2022-03-14,3.92,3.92,Banco de horas positivo
1242,187,2023-09-09,2.16,2.16,Banco de horas positivo
1243,187,2024-12-22,2.01,0.0,Hora extra paga
1244,187,2022-01-20,5.37,0.0,Hora extra paga
1245,187,2021-06-02,0.9,0.0,Hora extra paga
1246,187,2022-06-22,0.6,0.0,Hora extra paga
1247,187,2023-11-22,3.83,3.83,Banco de horas positivo
1248,187,2021-07-23,3.83,0.0,Hora extra paga
1249,187,2024-02-29,4.81,4.81,Banco de horas positivo
1250,187,2023-11-09,1.44,0.0,Hora extra paga
1251,187,2025-11-13,0.87,0.87,Banco de horas positivo
1252,188,2025-12-11,12.0,12.0,Banco de horas positivo
1253,188,2024-12-04,0.63,0.0,Compensação
1254,189,2023-04-07,12.0,0.0,Hora extra paga
1255,189,2022-11-23,11.12,11.12,Banco de horas positivo
1256,190,2019-10-12,5.44,0.0,Hora extra paga
1257,190,2023-05-22,1.47,0.0,Hora extra paga
1258,190,2019-05-25,3.06,3.06,Banco de horas positivo
1259,190,2020-07-22,2.99,2.99,Banco de horas positivo
1260,190,2019-02-02,6.82,0.0,Hora extra paga
1261,190,2025-11-08,2.78,0.0,Hora extra paga
1262,190,2025-10-27,2.53,0.0,Hora extra paga
1263,190,2021-09-09,8.4,8.4,Banco de horas positivo
1264,190,2019-11-06,1.42,0.0,Hora extra paga
1265,190,2024-11-25,1.81,1.81,Banco de horas positivo
1266,190,2019-09-20,3.67,3.67,Banco de horas positivo
1267,190,2021-06-02,6.37,6.37,Banco de horas positivo
1268,190,2022-12-03,10.29,0.0,Compensação
1269,190,2025-09-05,7.48,0.0,Hora extra paga
1270,190,2025-03-11,4.86,0.0,Hora extra paga
1271,190,2024-07-14,0.87,0.87,Banco de horas positivo
1272,190,2025-06-17,4.33,4.33,Banco de horas positivo
1273,190,2024-06-09,1.49,1.49,Banco de horas positivo
1274,191,2024-08-01,7.31,0.0,Compensação
1275,191,2023-01-22,4.52,4.52,Banco de horas positivo
1276,191,2019-09-03,1.96,0.0,Compensação
1277,191,2019-04-14,5.11,0.0,Hora extra paga
1278,191,2018-12-19,5.99,0.0,Hora extra paga
1279,191,2023-01-05,0.81,0.0,Hora extra paga
1280,191,2018-04-12,1.78,1.78,Banco de horas positivo
1281,191,2024-01-21,2.93,0.0,Hora extra paga
1282,191,2023-09-04,3.22,0.0,Hora extra paga
1283,191,2024-08-14,4.3,0.0,Compensação
1284,191,2021-04-11,4.87,0.0,Hora extra paga
1285,192,2025-05-06,9.37,0.0,Compensação
1286,192,2024-11-30,0.42,0.0,Hora extra paga
1287,192,2023-07-30,4.76,4.76,Banco de horas positivo
1288,192,2025-10-10,3.34,3.34,Banco de horas positivo
1289,193,2022-02-14,4.83,0.0,Hora extra paga
1290,193,2024-10-16,2.47,2.47,Banco de horas positivo
1291,193,2023-12-19,9.21,9.21,Banco de horas positivo
1292,193,2023-03-09,0.34,0.0,Compensação
1293,193,2023-06-07,1.4,0.0,Hora extra paga
1294,193,2024-09-22,6.48,0.0,Hora extra paga
1295,193,2022-07-03,0.78,0.0,Hora extra paga
1296,193,2022-08-18,3.4,0.0,Hora extra paga
1297,194,2025-11-10,1.92,0.0,Hora extra paga
1298,194,2022-04-14,10.65,0.0,Hora extra paga
1299,194,2024-02-21,2.55,0.0,Hora extra paga
1300,194,2023-08-10,8.43,8.43,Banco de horas positivo
1301,194,2024-07-14,0.71,0.0,Hora extra paga
1302,194,2024-06-26,4.99,0.0,Hora extra paga
1303,194,2025-09-29,3.34,3.34,Banco de horas positivo
1304,194,2022-12-01,6.11,6.11,Banco de horas positivo
1305,194,2024-10-23,4.25,0.0,Hora extra paga
1306,194,2024-01-29,3.17,0.0,Hora extra paga
1307,194,2024-06-14,5.42,0.0,Hora extra paga
1308,194,2023-09-15,10.07,0.0,Hora extra paga
1309,194,2024-01-24,3.27,0.0,Hora extra paga
1310,194,2021-09-03,3.0,0.0,Hora extra paga
1311,194,2024-08-19,1.46,0.0,Compensação
1312,194,2022-07-30,3.55,3.55,Banco de horas positivo
1313,194,2021-12-15,2.35,2.35,Banco de horas positivo
1314,194,2021-10-02,3.47,0.0,Hora extra paga
1315,194,2023-01-24,1.84,1.84,Banco de horas positivo
1316,195,2023-08-25,2.21,0.0,Hora extra paga
1317,195,2020-11-17,4.51,4.51,Banco de horas positivo
1318,195,2022-12-19,12.0,0.0,Hora extra paga
1319,195,2023-04-12,2.95,0.0,Hora extra paga
1320,195,2022-05-31,2.04,2.04,Banco de horas positivo
1321,195,2023-04-10,2.89,0.0,Hora extra paga
1322,195,2024-05-10,1.5,0.0,Compensação
1323,195,2021-02-21,1.77,1.77,Banco de horas positivo
1324,195,2021-08-17,4.33,4.33,Banco de horas positivo
1325,196,2023-05-02,0.99,0.0,Hora extra paga
1326,196,2024-05-28,2.77,0.0,Hora extra paga
1327,196,2025-06-07,2.25,2.25,Banco de horas positivo
1328,196,2022-10-02,1.1,0.0,Hora extra paga
1329,196,2023-12-15,5.21,0.0,Hora extra paga
1330,196,2025-08-12,3.73,0.0,Hora extra paga
1331,196,2024-07-14,1.61,0.0,Hora extra paga
1332,196,2022-10-15,0.95,0.0,Hora extra paga
1333,196,2025-11-28,2.41,0.0,Hora extra paga
1334,196,2022-09-30,5.11,0.0,Hora extra paga
1335,196,2023-02-28,4.05,0.0,Hora extra paga
1336,196,2025-02-20,5.5,0.0,Hora extra paga
1337,197,2024-01-07,0.1,0.1,Banco de horas positivo
1338,197,2025-12-23,5.25,0.0,Compensação
1339,197,2025-01-13,1.72,1.72,Banco de horas positivo
1340,197,2021-06-12,1.25,0.0,Hora extra paga
1341,197,2020-04-08,0.68,0.0,Hora extra paga
1342,197,2025-02-21,3.85,0.0,Compensação
1343,197,2025-12-07,2.07,0.0,Hora extra paga
1344,197,2023-03-01,3.91,0.0,Hora extra paga
1345,197,2024-09-09,3.77,0.0,Hora extra paga
1346,197,2024-01-28,2.07,0.0,Hora extra paga
1347,197,2020-02-07,4.92,4.92,Banco de horas positivo
1348,197,2023-08-11,3.02,0.0,Hora extra paga
1349,197,2022-10-24,5.23,5.23,Banco de horas positivo
1350,198,2025-08-12,4.92,0.0,Hora extra paga
1351,198,2024-06-23,3.86,3.86,Banco de horas positivo
1352,198,2019-09-08,2.49,2.49,Banco de horas positivo
1353,198,2022-02-14,1.24,0.0,Hora extra paga
1354,198,2019-08-11,1.53,0.0,Hora extra paga
1355,199,2023-08-05,2.28,0.0,Hora extra paga
1356,199,2022-03-10,1.58,0.0,Hora extra paga
1357,199,2020-12-08,3.21,0.0,Hora extra paga
1358,199,2022-07-08,0.88,0.0,Hora extra paga
1359,199,2020-08-10,2.02,2.02,Banco de horas positivo
1360,199,2024-05-13,0.81,0.0,Hora extra paga
1361,199,2020-11-16,1.25,1.25,Banco de horas positivo
1362,199,2023-08-05,2.51,2.51,Banco de horas positivo
1363,199,2024-05-28,5.15,0.0,Hora extra paga
1364,199,2020-02-10,0.91,0.0,Compensação
1365,199,2025-02-27,5.21,0.0,Compensação
1366,199,2025-10-21,4.61,0.0,Hora extra paga
1367,199,2022-05-26,2.31,2.31,Banco de horas positivo
1368,200,2021-12-18,9.31,0.0,Hora extra paga
1369,200,2023-09-15,2.53,0.0,Hora extra paga
1370,200,2022-07-25,2.86,0.0,Hora extra paga
1371,200,2024-10-01,4.91,4.91,Banco de horas positivo
1372,200,2025-12-25,4.87,0.0,Hora extra paga
1373,200,2025-07-03,4.1,0.0,Hora extra paga
1374,200,2024-11-05,6.52,0.0,Hora extra paga
1375,200,2024-01-27,6.44,6.44,Banco de horas positivo
1376,200,2024-02-07,4.93,0.0,Hora extra paga
1377,200,2022-03-25,1.29,0.0,Compensação
1378,201,2022-08-21,2.31,0.0,Hora extra paga
1379,201,2023-02-17,4.14,0.0,Hora extra paga
1380,201,2022-11-14,1.94,0.0,Hora extra paga
1381,201,2020-02-06,0.73,0.0,Hora extra paga
1382,201,2024-01-23,2.92,0.0,Hora extra paga
1383,201,2025-05-31,9.08,0.0,Hora extra paga
1384,201,2023-05-13,2.22,0.0,Hora extra paga
1385,201,2020-12-08,1.95,0.0,Hora extra paga
1386,201,2022-03-08,1.14,0.0,Hora extra paga
1387,201,2019-05-29,7.23,0.0,Hora extra paga
1388,201,2025-09-06,7.31,0.0,Hora extra paga
1389,201,2023-08-18,6.03,0.0,Hora extra paga
1390,201,2022-01-27,3.89,0.0,Compensação
1391,202,2024-12-20,4.2,0.0,Hora extra paga
1392,202,2023-08-30,5.72,0.0,Hora extra paga
1393,202,2023-09-14,4.37,4.37,Banco de horas positivo
1394,202,2024-08-13,2.46,0.0,Compensação
1395,202,2022-12-12,7.16,7.16,Banco de horas positivo
1396,202,2025-08-04,5.42,5.42,Banco de horas positivo
1397,202,2023-01-14,1.57,1.57,Banco de horas positivo
1398,202,2024-12-24,8.11,0.0,Hora extra paga
1399,202,2023-12-17,4.9,0.0,Hora extra paga
1400,203,2020-10-10,6.37,0.0,Hora extra paga
1401,203,2022-02-14,5.3,0.0,Hora extra paga
1402,203,2023-03-04,2.9,2.9,Banco de horas positivo
1403,203,2023-07-02,0.32,0.0,Hora extra paga
1404,203,2022-05-20,2.07,2.07,Banco de horas positivo
1405,203,2021-06-25,5.93,5.93,Banco de horas positivo
1406,203,2020-12-29,0.15,0.0,Hora extra paga
1407,203,2023-02-14,3.36,0.0,Hora extra paga
1408,203,2020-09-11,4.96,4.96,Banco de horas positivo
1409,204,2019-12-18,1.2,0.0,Hora extra paga
1410,204,2022-04-01,1.77,0.0,Hora extra paga
1411,204,2020-12-31,6.05,6.05,Banco de horas positivo
1412,204,2019-09-05,7.56,7.56,Banco de horas positivo
1413,204,2021-04-08,2.03,0.0,Compensação
1414,204,2019-11-26,2.67,0.0,Hora extra paga
1415,204,2020-01-01,2.89,0.0,Hora extra paga
1416,205,2023-08-19,2.61,0.0,Compensação
1417,205,2024-11-20,8.5,0.0,Hora extra paga
1418,205,2025-11-24,4.53,0.0,Hora extra paga
1419,205,2022-12-31,8.9,0.0,Hora extra paga
1420,205,2025-03-03,7.17,0.0,Hora extra paga
1421,205,2023-12-01,0.78,0.78,Banco de horas positivo
1422,205,2023-03-07,3.01,0.0,Compensação
1423,206,2025-09-19,2.38,0.0,Hora extra paga
1424,206,2025-10-06,3.48,3.48,Banco de horas positivo
1425,206,2021-01-13,3.78,0.0,Hora extra paga
1426,206,2019-08-21,12.0,0.0,Hora extra paga
1427,206,2025-04-08,8.09,0.0,Hora extra paga
1428,206,2022-02-14,6.91,6.91,Banco de horas positivo
1429,206,2022-08-13,1.13,0.0,Compensação
1430,206,2025-08-17,11.25,0.0,Compensação
1431,206,2024-02-13,0.72,0.72,Banco de horas positivo
1432,206,2025-08-09,8.27,0.0,Hora extra paga
1433,206,2025-04-05,0.59,0.59,Banco de horas positivo
1434,206,2022-03-10,0.92,0.0,Compensação
1435,206,2020-02-04,3.88,0.0,Hora extra paga
1436,206,2024-07-09,3.72,0.0,Hora extra paga
1437,206,2021-03-05,5.88,5.88,Banco de horas positivo
1438,207,2022-12-01,0.41,0.41,Banco de horas positivo
1439,207,2024-06-13,0.67,0.0,Hora extra paga
1440,207,2025-05-25,2.43,0.0,Hora extra paga
1441,207,2021-09-18,4.53,0.0,Hora extra paga
1442,207,2025-12-06,7.08,0.0,Compensação
1443,207,2025-01-04,2.07,0.0,Compensação
1444,207,2020-10-13,3.25,3.25,Banco de horas positivo
1445,207,2024-10-13,4.32,4.32,Banco de horas positivo
1446,207,2020-04-07,9.26,9.26,Banco de horas positivo
1447,207,2020-09-23,5.28,5.28,Banco de horas positivo
1448,207,2021-01-07,3.52,0.0,Compensação
1449,207,2023-05-20,8.47,8.47,Banco de horas positivo
1450,207,2020-11-05,1.0,0.0,Hora extra paga
1451,207,2022-06-04,2.95,0.0,Hora extra paga
1452,207,2021-04-14,6.01,6.01,Banco de horas positivo
1453,207,2022-10-20,2.19,0.0,Hora extra paga
1454,207,2024-01-12,8.23,0.0,Hora extra paga
1455,207,2021-11-06,6.18,6.18,Banco de horas positivo
1456,207,2022-04-24,4.19,0.0,Compensação
1457,207,2024-08-02,4.18,0.0,Hora extra paga
1458,207,2021-03-25,1.74,0.0,Hora extra paga
1459,207,2022-08-17,3.4,0.0,Hora extra paga
1460,207,2022-05-30,3.06,3.06,Banco de horas positivo
1461,207,2025-05-07,5.8,0.0,Hora extra paga
1462,207,2024-08-03,2.15,0.0,Hora extra paga
1463,207,2020-01-09,1.48,1.48,Banco de horas positivo
1464,207,2023-11-07,6.65,0.0,Hora extra paga
1465,208,2023-05-03,9.3,0.0,Hora extra paga
1466,208,2023-09-07,3.25,0.0,Hora extra paga
1467,208,2022-07-14,8.45,8.45,Banco de horas positivo
1468,208,2023-09-19,2.12,2.12,Banco de horas positivo
1469,208,2024-02-02,2.52,2.52,Banco de horas positivo
1470,208,2025-05-29,1.34,1.34,Banco de horas positivo
1471,208,2025-02-25,5.23,0.0,Hora extra paga
1472,209,2023-09-13,5.13,5.13,Banco de horas positivo
1473,209,2025-06-01,0.9,0.0,Hora extra paga
1474,209,2025-01-12,0.55,0.0,Hora extra paga
1475,209,2023-04-17,5.99,5.99,Banco de horas positivo
1476,209,2024-02-06,2.85,0.0,Hora extra paga
1477,209,2025-03-10,4.61,4.61,Banco de horas positivo
1478,209,2024-09-24,2.89,0.0,Hora extra paga
1479,209,2024-11-11,2.9,0.0,Hora extra paga
1480,209,2025-12-12,4.81,0.0,Hora extra paga
1481,209,2023-12-25,0.74,0.0,Hora extra paga
1482,209,2024-08-21,7.48,0.0,Hora extra paga
1483,210,2023-04-21,1.88,0.0,Hora extra paga
1484,210,2023-08-25,2.17,0.0,Hora extra paga
1485,211,2022-02-23,7.7,7.7,Banco de horas positivo
1486,211,2023-01-29,6.94,0.0,Hora extra paga
1487,211,2022-10-07,0.68,0.0,Hora extra paga
1488,211,2023-09-12,2.57,0.0,Hora extra paga
1489,212,2021-07-25,1.69,1.69,Banco de horas positivo
1490,212,2022-06-21,5.64,0.0,Hora extra paga
1491,212,2025-04-18,2.72,0.0,Hora extra paga
1492,212,2023-01-04,7.18,0.0,Compensação
1493,212,2022-12-03,2.75,0.0,Hora extra paga
1494,212,2021-07-18,1.62,1.62,Banco de horas positivo
1495,212,2025-10-21,2.15,0.0,Hora extra paga
1496,212,2024-07-26,7.55,7.55,Banco de horas positivo
1497,212,2023-09-21,7.72,0.0,Hora extra paga
1498,213,2022-11-30,3.27,0.0,Hora extra paga
1499,213,2025-05-25,2.73,2.73,Banco de horas positivo
1500,213,2021-01-05,1.21,0.0,Hora extra paga
1501,213,2023-04-18,3.73,3.73,Banco de horas positivo
1502,213,2024-11-23,1.83,0.0,Hora extra paga
1503,214,2022-09-01,2.8,0.0,Hora extra paga
1504,214,2021-06-29,4.66,4.66,Banco de horas positivo
1505,214,2022-10-04,2.04,0.0,Hora extra paga
1506,214,2021-08-31,1.38,1.38,Banco de horas positivo
1507,215,2021-06-13,5.47,0.0,Hora extra paga
1508,215,2025-03-20,4.33,0.0,Hora extra paga
1509,215,2024-08-01,3.53,3.53,Banco de horas positivo
1510,215,2024-12-22,6.12,0.0,Compensação
1511,215,2024-09-04,2.56,2.56,Banco de horas positivo
1512,215,2025-08-14,2.13,0.0,Hora extra paga
1513,215,2019-01-07,3.37,0.0,Hora extra paga
1514,215,2024-09-05,1.66,1.66,Banco de horas positivo
